ORDER min=169 50%=190 90%=249 99%=271 99.9%=474
ExecTime	TransNo	Weight,%	Percent
5910	0	0	99.9994
5915	0	0	99.9994
5920	0	0	99.9994
5925	0	0	99.9994
5930	0	0	99.9994
5935	0	0	99.9994
5940	0	0	99.9994
5945	0	0	99.9994
5950	0	0	99.9994
5955	0	0	99.9994
5960	0	0	99.9994
5965	0	0	99.9994
5970	0	0	99.9994
5975	0	0	99.9994
5980	0	0	99.9994
5985	0	0	99.9994
5990	0	0	99.9994
5995	0	0	99.9994
6000	0	0	99.9994
6005	0	0	99.9994
6010	0	0	99.9994
6015	0	0	99.9994
6020	0	0	99.9994
6025	0	0	99.9994
6030	0	0	99.9994
6035	0	0	99.9994
6040	0	0	99.9994
6045	0	0	99.9994
6050	0	0	99.9994
6055	0	0	99.9994
6060	0	0	99.9994
6065	0	0	99.9994
6070	0	0	99.9994
6075	0	0	99.9994
6080	0	0	99.9994
6085	0	0	99.9994
6090	0	0	99.9994
6095	0	0	99.9994
6100	0	0	99.9994
6105	0	0	99.9994
6110	0	0	99.9994
6115	0	0	99.9994
6120	0	0	99.9994
6125	0	0	99.9994
6130	0	0	99.9994
6135	0	0	99.9994
6140	0	0	99.9994
6145	0	0	99.9994
6150	0	0	99.9994
6155	0	0	99.9994
6160	0	0	99.9994
6165	0	0	99.9994
6170	0	0	99.9994
6175	0	0	99.9994
6180	0	0	99.9994
6185	0	0	99.9994
6190	0	0	99.9994
6195	0	0	99.9994
6200	0	0	99.9994
6205	0	0	99.9994
6210	0	0	99.9994
6215	0	0	99.9994
6220	0	0	99.9994
6225	0	0	99.9994
6230	0	0	99.9994
6235	0	0	99.9994
6240	0	0	99.9994
6245	0	0	99.9994
6250	3	0.0001	99.9995
6255	0	0	99.9995
6260	0	0	99.9995
6265	0	0	99.9995
6270	0	0	99.9995
6275	0	0	99.9995
6280	0	0	99.9995
6285	0	0	99.9995
6290	0	0	99.9995
6295	0	0	99.9995
6300	0	0	99.9995
6305	0	0	99.9995
6310	0	0	99.9995
6315	0	0	99.9995
6320	0	0	99.9995
6325	0	0	99.9995
6330	0	0	99.9995
6335	0	0	99.9995
6340	0	0	99.9995
6345	0	0	99.9995
6350	0	0	99.9995
6355	0	0	99.9995
6360	0	0	99.9995
6365	0	0	99.9995
6370	0	0	99.9995
6375	0	0	99.9995
6380	0	0	99.9995
6385	0	0	99.9995
6390	0	0	99.9995
6395	0	0	99.9995
6400	0	0	99.9995
6405	0	0	99.9995
6410	0	0	99.9995
6415	0	0	99.9995
6420	0	0	99.9995
6425	0	0	99.9995
6430	0	0	99.9995
6435	0	0	99.9995
6440	0	0	99.9995
6445	0	0	99.9995
6450	0	0	99.9995
6455	0	0	99.9995
6460	0	0	99.9995
6465	0	0	99.9995
6470	0	0	99.9995
6475	0	0	99.9995
6480	0	0	99.9995
6485	0	0	99.9995
6490	0	0	99.9995
6495	0	0	99.9995
6500	0	0	99.9995
6505	0	0	99.9995
6510	0	0	99.9995
6515	0	0	99.9995
6520	0	0	99.9995
6525	0	0	99.9995
6530	0	0	99.9995
6535	3	0.0001	99.9996
6540	0	0	99.9996
6545	0	0	99.9996
6550	0	0	99.9996
6555	0	0	99.9996
6560	0	0	99.9996
6565	0	0	99.9996
6570	0	0	99.9996
6575	0	0	99.9996
6580	0	0	99.9996
6585	0	0	99.9996
6590	0	0	99.9996
6595	0	0	99.9996
6600	0	0	99.9996
6605	0	0	99.9996
6610	0	0	99.9996
6615	0	0	99.9996
6620	0	0	99.9996
6625	0	0	99.9996
6630	0	0	99.9996
6635	0	0	99.9996
6640	0	0	99.9996
6645	0	0	99.9996
6650	0	0	99.9996
6655	0	0	99.9996
6660	0	0	99.9996
6665	0	0	99.9996
6670	0	0	99.9996
6675	0	0	99.9996
6680	0	0	99.9996
6685	0	0	99.9996
6690	0	0	99.9996
6695	0	0	99.9996
6700	0	0	99.9996
6705	0	0	99.9996
6710	0	0	99.9996
6715	0	0	99.9996
6720	0	0	99.9996
6725	0	0	99.9996
6730	0	0	99.9996
6735	0	0	99.9996
6740	0	0	99.9996
6745	0	0	99.9996
6750	0	0	99.9996
6755	0	0	99.9996
6760	0	0	99.9996
6765	0	0	99.9996
6770	0	0	99.9996
6775	0	0	99.9996
6780	0	0	99.9996
6785	0	0	99.9996
6790	0	0	99.9996
6795	0	0	99.9996
6800	0	0	99.9996
6805	0	0	99.9996
6810	0	0	99.9996
6815	0	0	99.9996
6820	0	0	99.9996
6825	0	0	99.9996
6830	0	0	99.9996
6835	0	0	99.9996
6840	0	0	99.9996
6845	0	0	99.9996
6850	0	0	99.9996
6855	0	0	99.9996
6860	0	0	99.9996
6865	0	0	99.9996
6870	0	0	99.9996
6875	0	0	99.9996
6880	0	0	99.9996
6885	0	0	99.9996
6890	0	0	99.9996
6895	0	0	99.9996
6900	0	0	99.9996
6905	0	0	99.9996
6910	0	0	99.9996
6915	0	0	99.9996
6920	0	0	99.9996
6925	0	0	99.9996
6930	0	0	99.9996
6935	0	0	99.9996
6940	0	0	99.9996
6945	0	0	99.9996
6950	0	0	99.9996
6955	0	0	99.9996
6960	0	0	99.9996
6965	0	0	99.9996
6970	0	0	99.9996
6975	0	0	99.9996
6980	0	0	99.9996
6985	0	0	99.9996
6990	0	0	99.9996
6995	0	0	99.9996
7000	0	0	99.9996
7005	0	0	99.9996
7010	0	0	99.9996
7015	0	0	99.9996
7020	0	0	99.9996
7025	0	0	99.9996
7030	0	0	99.9996
7035	0	0	99.9996
7040	0	0	99.9996
7045	0	0	99.9996
7050	0	0	99.9996
7055	0	0	99.9996
7060	0	0	99.9996
7065	0	0	99.9996
7070	3	0.0001	99.9997
7075	0	0	99.9997
7080	0	0	99.9997
7085	0	0	99.9997
7090	0	0	99.9997
7095	0	0	99.9997
7100	0	0	99.9997
7105	0	0	99.9997
7110	0	0	99.9997
7115	0	0	99.9997
7120	0	0	99.9997
7125	0	0	99.9997
7130	0	0	99.9997
7135	0	0	99.9997
7140	0	0	99.9997
7145	0	0	99.9997
7150	0	0	99.9997
7155	0	0	99.9997
7160	0	0	99.9997
7165	0	0	99.9997
7170	0	0	99.9997
7175	0	0	99.9997
7180	0	0	99.9997
7185	0	0	99.9997
7190	0	0	99.9997
7195	0	0	99.9997
7200	0	0	99.9997
7205	0	0	99.9997
7210	0	0	99.9997
7215	0	0	99.9997
7220	0	0	99.9997
7225	0	0	99.9997
7230	0	0	99.9997
7235	0	0	99.9997
7240	0	0	99.9997
7245	0	0	99.9997
7250	0	0	99.9997
7255	0	0	99.9997
7260	0	0	99.9997
7265	0	0	99.9997
7270	0	0	99.9997
7275	0	0	99.9997
7280	0	0	99.9997
7285	0	0	99.9997
7290	0	0	99.9997
7295	0	0	99.9997
7300	0	0	99.9997
7305	0	0	99.9997
7310	0	0	99.9997
7315	0	0	99.9997
7320	0	0	99.9997
7325	0	0	99.9997
7330	0	0	99.9997
7335	0	0	99.9997
7340	0	0	99.9997
7345	0	0	99.9997
7350	0	0	99.9997
7355	0	0	99.9997
7360	0	0	99.9997
7365	0	0	99.9997
7370	0	0	99.9997
7375	0	0	99.9997
7380	0	0	99.9997
7385	0	0	99.9997
7390	0	0	99.9997
7395	0	0	99.9997
7400	0	0	99.9997
7405	0	0	99.9997
7410	0	0	99.9997
7415	0	0	99.9997
7420	0	0	99.9997
7425	0	0	99.9997
7430	0	0	99.9997
7435	0	0	99.9997
7440	0	0	99.9997
7445	0	0	99.9997
7450	0	0	99.9997
7455	0	0	99.9997
7460	0	0	99.9997
7465	0	0	99.9997
7470	0	0	99.9997
7475	0	0	99.9997
7480	0	0	99.9997
7485	3	0.0001	99.9998
7490	0	0	99.9998
7495	0	0	99.9998
7500	0	0	99.9998
7505	0	0	99.9998
7510	0	0	99.9998
7515	0	0	99.9998
7520	0	0	99.9998
7525	0	0	99.9998
7530	0	0	99.9998
7535	0	0	99.9998
7540	0	0	99.9998
7545	0	0	99.9998
7550	0	0	99.9998
7555	0	0	99.9998
7560	0	0	99.9998
7565	0	0	99.9998
7570	0	0	99.9998
7575	0	0	99.9998
7580	0	0	99.9998
7585	0	0	99.9998
7590	0	0	99.9998
7595	0	0	99.9998
7600	0	0	99.9998
7605	0	0	99.9998
7610	0	0	99.9998
7615	0	0	99.9998
7620	0	0	99.9998
7625	0	0	99.9998
7630	0	0	99.9998
7635	0	0	99.9998
7640	0	0	99.9998
7645	0	0	99.9998
7650	0	0	99.9998
7655	0	0	99.9998
7660	0	0	99.9998
7665	0	0	99.9998
7670	0	0	99.9998
7675	0	0	99.9998
7680	0	0	99.9998
7685	0	0	99.9998
7690	0	0	99.9998
7695	0	0	99.9998
7700	0	0	99.9998
7705	0	0	99.9998
7710	0	0	99.9998
7715	0	0	99.9998
7720	0	0	99.9998
7725	0	0	99.9998
7730	0	0	99.9998
7735	0	0	99.9998
7740	0	0	99.9998
7745	0	0	99.9998
7750	0	0	99.9998
7755	0	0	99.9998
7760	0	0	99.9998
7765	0	0	99.9998
7770	0	0	99.9998
7775	0	0	99.9998
7780	0	0	99.9998
7785	0	0	99.9998
7790	0	0	99.9998
7795	0	0	99.9998
7800	0	0	99.9998
7805	0	0	99.9998
7810	0	0	99.9998
7815	0	0	99.9998
7820	0	0	99.9998
7825	0	0	99.9998
7830	0	0	99.9998
7835	3	0.0001	99.9999
7840	0	0	99.9999
7845	0	0	99.9999
7850	0	0	99.9999
7855	0	0	99.9999
7860	0	0	99.9999
7865	0	0	99.9999
7870	0	0	99.9999
7875	0	0	99.9999
7880	0	0	99.9999
7885	0	0	99.9999
7890	0	0	99.9999
7895	0	0	99.9999
7900	0	0	99.9999
7905	0	0	99.9999
7910	0	0	99.9999
7915	0	0	99.9999
7920	0	0	99.9999
7925	0	0	99.9999
7930	0	0	99.9999
7935	0	0	99.9999
7940	0	0	99.9999
7945	0	0	99.9999
7950	0	0	99.9999
7955	0	0	99.9999
7960	0	0	99.9999
7965	0	0	99.9999
7970	0	0	99.9999
7975	0	0	99.9999
7980	0	0	99.9999
7985	0	0	99.9999
7990	0	0	99.9999
7995	0	0	99.9999
8000	0	0	99.9999
8005	0	0	99.9999
8010	0	0	99.9999
8015	0	0	99.9999
8020	0	0	99.9999
8025	0	0	99.9999
8030	0	0	99.9999
8035	0	0	99.9999
8040	0	0	99.9999
8045	0	0	99.9999
8050	0	0	99.9999
8055	0	0	99.9999
8060	0	0	99.9999
8065	0	0	99.9999
8070	0	0	99.9999
8075	0	0	99.9999
8080	0	0	99.9999
8085	0	0	99.9999
8090	0	0	99.9999
8095	0	0	99.9999
8100	0	0	99.9999
8105	0	0	99.9999
8110	0	0	99.9999
8115	0	0	99.9999
8120	0	0	99.9999
8125	0	0	99.9999
8130	0	0	99.9999
8135	0	0	99.9999
8140	0	0	99.9999
8145	0	0	99.9999
8150	0	0	99.9999
8155	0	0	99.9999
8160	0	0	99.9999
8165	0	0	99.9999
8170	0	0	99.9999
8175	0	0	99.9999
8180	0	0	99.9999
8185	0	0	99.9999
8190	0	0	99.9999
8195	0	0	99.9999
8200	0	0	99.9999
8205	0	0	99.9999
8210	0	0	99.9999
8215	0	0	99.9999
8220	0	0	99.9999
8225	0	0	99.9999
8230	0	0	99.9999
8235	0	0	99.9999
8240	0	0	99.9999
8245	0	0	99.9999
8250	0	0	99.9999
8255	0	0	99.9999
8260	0	0	99.9999
8265	0	0	99.9999
8270	0	0	99.9999
8275	0	0	99.9999
8280	0	0	99.9999
8285	0	0	99.9999
8290	0	0	99.9999
8295	0	0	99.9999
8300	0	0	99.9999
8305	0	0	99.9999
8310	0	0	99.9999
8315	0	0	99.9999
8320	0	0	99.9999
8325	0	0	99.9999
8330	0	0	99.9999
8335	0	0	99.9999
8340	0	0	99.9999
8345	0	0	99.9999
8350	0	0	99.9999
8355	0	0	99.9999
8360	0	0	99.9999
8365	0	0	99.9999
8370	0	0	99.9999
8375	0	0	99.9999
8380	0	0	99.9999
8385	0	0	99.9999
8390	0	0	99.9999
8395	0	0	99.9999
8400	0	0	99.9999
8405	0	0	99.9999
8410	0	0	99.9999
8415	0	0	99.9999
8420	0	0	99.9999
8425	0	0	99.9999
8430	0	0	99.9999
8435	0	0	99.9999
8440	0	0	99.9999
8445	0	0	99.9999
8450	0	0	99.9999
8455	0	0	99.9999
8460	0	0	99.9999
8465	0	0	99.9999
8470	0	0	99.9999
8475	0	0	99.9999
8480	0	0	99.9999
8485	0	0	99.9999
8490	0	0	99.9999
8495	0	0	99.9999
8500	0	0	99.9999
8505	0	0	99.9999
8510	0	0	99.9999
8515	0	0	99.9999
8520	0	0	99.9999
8525	0	0	99.9999
8530	0	0	99.9999
8535	0	0	99.9999
8540	0	0	99.9999
8545	0	0	99.9999
8550	0	0	99.9999
8555	0	0	99.9999
8560	0	0	99.9999
8565	0	0	99.9999
8570	0	0	99.9999
8575	0	0	99.9999
8580	0	0	99.9999
8585	0	0	99.9999
8590	0	0	99.9999
8595	0	0	99.9999
8600	0	0	99.9999
8605	0	0	99.9999
8610	0	0	99.9999
8615	0	0	99.9999
8620	0	0	99.9999
8625	0	0	99.9999
8630	0	0	99.9999
8635	0	0	99.9999
8640	0	0	99.9999
8645	0	0	99.9999
8650	0	0	99.9999
8655	0	0	99.9999
8660	0	0	99.9999
8665	0	0	99.9999
8670	0	0	99.9999
8675	0	0	99.9999
8680	0	0	99.9999
8685	0	0	99.9999
8690	0	0	99.9999
8695	0	0	99.9999
8700	0	0	99.9999
8705	0	0	99.9999
8710	0	0	99.9999
8715	0	0	99.9999
8720	0	0	99.9999
8725	0	0	99.9999
8730	0	0	99.9999
8735	0	0	99.9999
8740	0	0	99.9999
8745	0	0	99.9999
8750	0	0	99.9999
8755	0	0	99.9999
8760	0	0	99.9999
8765	0	0	99.9999
8770	0	0	99.9999
8775	0	0	99.9999
8780	0	0	99.9999
8785	0	0	99.9999
8790	0	0	99.9999
8795	0	0	99.9999
8800	0	0	99.9999
8805	0	0	99.9999
8810	0	0	99.9999
8815	0	0	99.9999
8820	0	0	99.9999
8825	0	0	99.9999
8830	0	0	99.9999
8835	0	0	99.9999
8840	0	0	99.9999
8845	0	0	99.9999
8850	0	0	99.9999
8855	0	0	99.9999
8860	0	0	99.9999
8865	0	0	99.9999
8870	0	0	99.9999
8875	0	0	99.9999
8880	0	0	99.9999
8885	0	0	99.9999
8890	0	0	99.9999
8895	0	0	99.9999
8900	0	0	99.9999
8905	0	0	99.9999
8910	0	0	99.9999
8915	0	0	99.9999
8920	0	0	99.9999
8925	0	0	99.9999
8930	0	0	99.9999
8935	0	0	99.9999
8940	0	0	99.9999
8945	0	0	99.9999
8950	0	0	99.9999
8955	0	0	99.9999
8960	0	0	99.9999
8965	0	0	99.9999
8970	0	0	99.9999
8975	0	0	99.9999
8980	0	0	99.9999
8985	0	0	99.9999
8990	0	0	99.9999
8995	0	0	99.9999
9000	0	0	99.9999
9005	0	0	99.9999
9010	0	0	99.9999
9015	0	0	99.9999
9020	0	0	99.9999
9025	0	0	99.9999
9030	0	0	99.9999
9035	0	0	99.9999
9040	0	0	99.9999
9045	0	0	99.9999
9050	0	0	99.9999
9055	0	0	99.9999
9060	0	0	99.9999
9065	0	0	99.9999
9070	0	0	99.9999
9075	0	0	99.9999
9080	0	0	99.9999
9085	0	0	99.9999
9090	0	0	99.9999
9095	0	0	99.9999
9100	0	0	99.9999
9105	0	0	99.9999
9110	0	0	99.9999
9115	0	0	99.9999
9120	0	0	99.9999
9125	0	0	99.9999
9130	0	0	99.9999
9135	0	0	99.9999
9140	0	0	99.9999
9145	0	0	99.9999
9150	0	0	99.9999
9155	0	0	99.9999
9160	0	0	99.9999
9165	0	0	99.9999
9170	0	0	99.9999
9175	0	0	99.9999
9180	0	0	99.9999
9185	0	0	99.9999
9190	0	0	99.9999
9195	0	0	99.9999
9200	0	0	99.9999
9205	0	0	99.9999
9210	0	0	99.9999
9215	0	0	99.9999
9220	0	0	99.9999
9225	0	0	99.9999
9230	0	0	99.9999
9235	0	0	99.9999
9240	0	0	99.9999
9245	0	0	99.9999
9250	0	0	99.9999
9255	0	0	99.9999
9260	0	0	99.9999
9265	0	0	99.9999
9270	0	0	99.9999
9275	0	0	99.9999
9280	0	0	99.9999
9285	0	0	99.9999
9290	0	0	99.9999
9295	0	0	99.9999
9300	0	0	99.9999
9305	0	0	99.9999
9310	0	0	99.9999
9315	0	0	99.9999
9320	0	0	99.9999
9325	0	0	99.9999
9330	0	0	99.9999
9335	0	0	99.9999
9340	0	0	99.9999
9345	0	0	99.9999
9350	0	0	99.9999
9355	0	0	99.9999
9360	0	0	99.9999
9365	0	0	99.9999
9370	0	0	99.9999
9375	0	0	99.9999
9380	0	0	99.9999
9385	0	0	99.9999
9390	0	0	99.9999
9395	0	0	99.9999
9400	0	0	99.9999
9405	0	0	99.9999
9410	0	0	99.9999
9415	0	0	99.9999
9420	0	0	99.9999
9425	0	0	99.9999
9430	0	0	99.9999
9435	0	0	99.9999
9440	0	0	99.9999
9445	0	0	99.9999
9450	0	0	99.9999
9455	0	0	99.9999
9460	0	0	99.9999
9465	0	0	99.9999
9470	0	0	99.9999
9475	0	0	99.9999
9480	0	0	99.9999
9485	0	0	99.9999
9490	0	0	99.9999
9495	0	0	99.9999
9500	0	0	99.9999
9505	0	0	99.9999
9510	0	0	99.9999
9515	0	0	99.9999
9520	0	0	99.9999
9525	0	0	99.9999
9530	0	0	99.9999
9535	0	0	99.9999
9540	0	0	99.9999
9545	0	0	99.9999
9550	0	0	99.9999
9555	0	0	99.9999
9560	0	0	99.9999
9565	0	0	99.9999
9570	0	0	99.9999
9575	0	0	99.9999
9580	0	0	99.9999
9585	0	0	99.9999
9590	0	0	99.9999
9595	0	0	99.9999
9600	0	0	99.9999
9605	0	0	99.9999
9610	0	0	99.9999
9615	0	0	99.9999
9620	0	0	99.9999
9625	0	0	99.9999
9630	0	0	99.9999
9635	0	0	99.9999
9640	0	0	99.9999
9645	0	0	99.9999
9650	0	0	99.9999
9655	0	0	99.9999
9660	0	0	99.9999
9665	0	0	99.9999
9670	0	0	99.9999
9675	0	0	99.9999
9680	0	0	99.9999
9685	0	0	99.9999
9690	0	0	99.9999
9695	0	0	99.9999
9700	0	0	99.9999
9705	0	0	99.9999
9710	0	0	99.9999
9715	0	0	99.9999
9720	0	0	99.9999
9725	0	0	99.9999
9730	0	0	99.9999
9735	0	0	99.9999
9740	0	0	99.9999
9745	0	0	99.9999
9750	0	0	99.9999
9755	0	0	99.9999
9760	0	0	99.9999
9765	0	0	99.9999
9770	0	0	99.9999
9775	0	0	99.9999
9780	0	0	99.9999
9785	0	0	99.9999
9790	0	0	99.9999
9795	0	0	99.9999
9800	0	0	99.9999
9805	0	0	99.9999
9810	0	0	99.9999
9815	0	0	99.9999
9820	0	0	99.9999
9825	0	0	99.9999
9830	0	0	99.9999
9835	0	0	99.9999
9840	0	0	99.9999
9845	0	0	99.9999
9850	0	0	99.9999
9855	0	0	99.9999
9860	0	0	99.9999
9865	0	0	99.9999
9870	0	0	99.9999
9875	0	0	99.9999
9880	0	0	99.9999
9885	0	0	99.9999
9890	0	0	99.9999
9895	0	0	99.9999
9900	0	0	99.9999
9905	0	0	99.9999
9910	0	0	99.9999
9915	0	0	99.9999
9920	0	0	99.9999
9925	0	0	99.9999
9930	0	0	99.9999
9935	0	0	99.9999
9940	0	0	99.9999
9945	0	0	99.9999
9950	0	0	99.9999
9955	0	0	99.9999
9960	0	0	99.9999
9965	0	0	99.9999
9970	0	0	99.9999
9975	0	0	99.9999
9980	0	0	99.9999
9985	0	0	99.9999
9990	0	0	99.9999
9995	0	0	99.9999
10000	0	0	99.9999
10005	0	0	99.9999
10010	0	0	99.9999
10015	0	0	99.9999
10020	0	0	99.9999
10025	0	0	99.9999
10030	0	0	99.9999
10035	0	0	99.9999
10040	0	0	99.9999
10045	0	0	99.9999
10050	0	0	99.9999
10055	0	0	99.9999
10060	0	0	99.9999
10065	0	0	99.9999
10070	0	0	99.9999
10075	0	0	99.9999
10080	0	0	99.9999
10085	0	0	99.9999
10090	0	0	99.9999
10095	0	0	99.9999
10100	0	0	99.9999
10105	0	0	99.9999
10110	0	0	99.9999
10115	0	0	99.9999
10120	0	0	99.9999
10125	0	0	99.9999
10130	0	0	99.9999
10135	0	0	99.9999
10140	0	0	99.9999
10145	0	0	99.9999
10150	0	0	99.9999
10155	0	0	99.9999
10160	0	0	99.9999
10165	0	0	99.9999
10170	0	0	99.9999
10175	0	0	99.9999
10180	0	0	99.9999
10185	0	0	99.9999
10190	0	0	99.9999
10195	0	0	99.9999
10200	0	0	99.9999
10205	0	0	99.9999
10210	0	0	99.9999
10215	0	0	99.9999
10220	0	0	99.9999
10225	0	0	99.9999
10230	0	0	99.9999
10235	0	0	99.9999
10240	0	0	99.9999
10245	0	0	99.9999
10250	0	0	99.9999
10255	0	0	99.9999
10260	0	0	99.9999
10265	0	0	99.9999
10270	0	0	99.9999
10275	0	0	99.9999
10280	0	0	99.9999
10285	0	0	99.9999
10290	0	0	99.9999
10295	0	0	99.9999
10300	0	0	99.9999
10305	0	0	99.9999
10310	0	0	99.9999
10315	0	0	99.9999
10320	0	0	99.9999
10325	0	0	99.9999
10330	0	0	99.9999
10335	0	0	99.9999
10340	0	0	99.9999
10345	0	0	99.9999
10350	0	0	99.9999
10355	0	0	99.9999
10360	0	0	99.9999
10365	0	0	99.9999
10370	0	0	99.9999
10375	0	0	99.9999
10380	0	0	99.9999
10385	0	0	99.9999
10390	0	0	99.9999
10395	0	0	99.9999
10400	0	0	99.9999
10405	0	0	99.9999
10410	0	0	99.9999
10415	0	0	99.9999
10420	0	0	99.9999
10425	0	0	99.9999
10430	0	0	99.9999
10435	0	0	99.9999
10440	0	0	99.9999
10445	0	0	99.9999
10450	0	0	99.9999
10455	0	0	99.9999
10460	0	0	99.9999
10465	0	0	99.9999
10470	0	0	99.9999
10475	0	0	99.9999
10480	0	0	99.9999
10485	0	0	99.9999
10490	0	0	99.9999
10495	0	0	99.9999
10500	0	0	99.9999
10505	0	0	99.9999
10510	0	0	99.9999
10515	0	0	99.9999
10520	0	0	99.9999
10525	0	0	99.9999
10530	0	0	99.9999
10535	0	0	99.9999
10540	0	0	99.9999
10545	0	0	99.9999
10550	0	0	99.9999
10555	0	0	99.9999
10560	0	0	99.9999
10565	0	0	99.9999
10570	0	0	99.9999
10575	0	0	99.9999
10580	0	0	99.9999
10585	0	0	99.9999
10590	0	0	99.9999
10595	0	0	99.9999
10600	0	0	99.9999
10605	0	0	99.9999
10610	0	0	99.9999
10615	0	0	99.9999
10620	0	0	99.9999
10625	0	0	99.9999
10630	0	0	99.9999
10635	0	0	99.9999
10640	0	0	99.9999
10645	0	0	99.9999
10650	0	0	99.9999
10655	0	0	99.9999
10660	0	0	99.9999
10665	0	0	99.9999
10670	0	0	99.9999
10675	0	0	99.9999
10680	0	0	99.9999
10685	0	0	99.9999
10690	0	0	99.9999
10695	0	0	99.9999
10700	0	0	99.9999
10705	0	0	99.9999
10710	0	0	99.9999
10715	0	0	99.9999
10720	0	0	99.9999
10725	0	0	99.9999
10730	0	0	99.9999
10735	0	0	99.9999
10740	0	0	99.9999
10745	0	0	99.9999
10750	0	0	99.9999
10755	0	0	99.9999
10760	0	0	99.9999
10765	0	0	99.9999
10770	0	0	99.9999
10775	0	0	99.9999
10780	0	0	99.9999
10785	0	0	99.9999
10790	0	0	99.9999
10795	0	0	99.9999
10800	0	0	99.9999
10805	0	0	99.9999
10810	0	0	99.9999
10815	0	0	99.9999
10820	0	0	99.9999
10825	0	0	99.9999
10830	0	0	99.9999
10835	0	0	99.9999
10840	0	0	99.9999
10845	0	0	99.9999
10850	0	0	99.9999
10855	0	0	99.9999
10860	0	0	99.9999
10865	0	0	99.9999
10870	0	0	99.9999
10875	0	0	99.9999
10880	0	0	99.9999
10885	0	0	99.9999
10890	0	0	99.9999
10895	0	0	99.9999
10900	0	0	99.9999
10905	0	0	99.9999
10910	0	0	99.9999
10915	0	0	99.9999
10920	0	0	99.9999
10925	0	0	99.9999
10930	0	0	99.9999
10935	0	0	99.9999
10940	0	0	99.9999
10945	0	0	99.9999
10950	0	0	99.9999
10955	0	0	99.9999
10960	0	0	99.9999
10965	0	0	99.9999
10970	0	0	99.9999
10975	0	0	99.9999
10980	0	0	99.9999
10985	0	0	99.9999
10990	0	0	99.9999
10995	0	0	99.9999
11000	0	0	99.9999
11005	0	0	99.9999
11010	0	0	99.9999
11015	0	0	99.9999
11020	0	0	99.9999
11025	0	0	99.9999
11030	0	0	99.9999
11035	0	0	99.9999
11040	0	0	99.9999
11045	0	0	99.9999
11050	0	0	99.9999
11055	0	0	99.9999
11060	0	0	99.9999
11065	0	0	99.9999
11070	0	0	99.9999
11075	0	0	99.9999
11080	0	0	99.9999
11085	0	0	99.9999
11090	0	0	99.9999
11095	0	0	99.9999
11100	0	0	99.9999
11105	0	0	99.9999
11110	0	0	99.9999
11115	0	0	99.9999
11120	0	0	99.9999
11125	0	0	99.9999
11130	0	0	99.9999
11135	0	0	99.9999
11140	0	0	99.9999
11145	0	0	99.9999
11150	0	0	99.9999
11155	0	0	99.9999
11160	0	0	99.9999
11165	0	0	99.9999
11170	0	0	99.9999
11175	0	0	99.9999
11180	0	0	99.9999
11185	0	0	99.9999
11190	0	0	99.9999
11195	0	0	99.9999
11200	0	0	99.9999
11205	0	0	99.9999
11210	0	0	99.9999
11215	0	0	99.9999
11220	0	0	99.9999
11225	0	0	99.9999
11230	0	0	99.9999
11235	0	0	99.9999
11240	0	0	99.9999
11245	0	0	99.9999
11250	0	0	99.9999
11255	0	0	99.9999
11260	0	0	99.9999
11265	0	0	99.9999
11270	0	0	99.9999
11275	0	0	99.9999
11280	0	0	99.9999
11285	0	0	99.9999
11290	0	0	99.9999
11295	0	0	99.9999
11300	0	0	99.9999
11305	0	0	99.9999
11310	0	0	99.9999
11315	0	0	99.9999
11320	0	0	99.9999
11325	0	0	99.9999
11330	0	0	99.9999
11335	0	0	99.9999
11340	0	0	99.9999
11345	0	0	99.9999
11350	0	0	99.9999
11355	0	0	99.9999
11360	0	0	99.9999
11365	0	0	99.9999
11370	0	0	99.9999
11375	0	0	99.9999
11380	0	0	99.9999
11385	0	0	99.9999
11390	0	0	99.9999
11395	0	0	99.9999
11400	0	0	99.9999
11405	0	0	99.9999
11410	0	0	99.9999
11415	0	0	99.9999
11420	0	0	99.9999
11425	0	0	99.9999
11430	0	0	99.9999
11435	0	0	99.9999
11440	0	0	99.9999
11445	0	0	99.9999
11450	0	0	99.9999
11455	0	0	99.9999
11460	0	0	99.9999
11465	0	0	99.9999
11470	0	0	99.9999
11475	0	0	99.9999
11480	0	0	99.9999
11485	0	0	99.9999
11490	0	0	99.9999
11495	0	0	99.9999
11500	0	0	99.9999
11505	0	0	99.9999
11510	0	0	99.9999
11515	0	0	99.9999
11520	0	0	99.9999
11525	0	0	99.9999
11530	0	0	99.9999
11535	0	0	99.9999
11540	0	0	99.9999
11545	0	0	99.9999
11550	0	0	99.9999
11555	0	0	99.9999
11560	0	0	99.9999
11565	0	0	99.9999
11570	0	0	99.9999
11575	0	0	99.9999
11580	0	0	99.9999
11585	0	0	99.9999
11590	0	0	99.9999
11595	0	0	99.9999
11600	0	0	99.9999
11605	0	0	99.9999
11610	0	0	99.9999
11615	0	0	99.9999
11620	0	0	99.9999
11625	0	0	99.9999
11630	0	0	99.9999
11635	0	0	99.9999
11640	0	0	99.9999
11645	0	0	99.9999
11650	0	0	99.9999
11655	0	0	99.9999
11660	0	0	99.9999
11665	0	0	99.9999
11670	0	0	99.9999
11675	0	0	99.9999
11680	0	0	99.9999
11685	0	0	99.9999
11690	0	0	99.9999
11695	0	0	99.9999
11700	0	0	99.9999
11705	0	0	99.9999
11710	0	0	99.9999
